ts_code,name,report_date,org_name,author_name,rating,rating_label,tp_low,tp_high,source_file,eps_y1,eps_y1_year,pe_y1,eps_y2,eps_y2_year,pe_y2,eps_y3,eps_y3_year,pe_y3
301269.SZ,华大九天,2025-12-16,东北证券,赵宇阳,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_301269_SZ_20251216_东北证券_华大九天_EDA软件龙头_产业持续布局.md,0.35,2025.0,297.74,0.52,2026.0,195.73,0.76,2027.0,134.87
301269.SZ,华大九天,2026-03-09,高盛集团（GoldmanSachs）,"Ting Song,Allen Chang,Verena Jeng",Neutral,Neutral,125.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_301269_SZ_20260309_高盛集团Gold_Empyrean_Digital_EDA_Foundry_E.md,0.12,2025.0,,0.09,2026.0,,0.64,2026.0,
301269.SZ,华大九天,2026-04-28,国金证券,"王倩雯,樊志远",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_301269_SZ_20260428_国金证券_华大九天_EDA工具持续补齐_境外营收大幅增长.md,0.08,2026.0,1195.46,0.19,2027.0,496.51,0.33,2028.0,278.31
301269.SZ,华大九天,2026-05-10,国泰海通,"杨林,杨蒙",增持,Positive,116.2,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_301269_SZ_20260510_国泰海通_华大九天_产品持续升级_AI创新_3DIC突破和生态跃迁构筑.md,0.23,2026.0,397.3,0.29,2027.0,318.2,0.35,2028.0,264.02
302132.SZ,中航成飞,2025-11-02,中信建投,"黎韬扬,郭枫",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_302132_SZ_20251102_中信建投_中航成飞_整体业绩开始转暖_产品或迎批量回款.md,1.35,2025.0,63.0,1.57,2026.0,54.0,2.03,2027.0,42.0
302132.SZ,中航成飞,2025-12-17,国金证券,"杨晨,任旭欢,冯茗馨",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_302132_SZ_20251217_国金证券_中航成飞_布局昊龙空天飞机_航空主机龙头开启商业航天关键一步.md,1.42,2025.0,51.74,1.78,2026.0,41.13,2.14,2027.0,34.32
302132.SZ,中航成飞,2025-12-19,方正证券,"李鲁靖,刘明洋,黄凯伦",推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_302132_SZ_20251219_方正证券_中航成飞公司跟踪报告_成飞公司拟实施空天装备装配基地建设_战.md,1.44,2025.0,53.06,1.71,2026.0,44.61,1.95,2027.0,39.17
302132.SZ,中航成飞,2026-05-04,兴业证券,"石康,李博彦,董昕瑞",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_302132_SZ_20260504_兴业证券_中航成飞_25年业绩稳健收官_紧抓全球防务市场机遇.md,1.41,2026.0,47.5,1.6,2027.0,42.0,1.85,2028.0,36.3
302132.SZ,中航成飞,2026-05-05,银河证券,"李良,胡浩淼",推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_302132_SZ_20260505_银河证券_中航成飞公司点评_Q1同比高增_战略聚焦_十五五_.md,1.38,2026.0,48.56,1.54,2027.0,43.67,1.7,2028.0,39.52
600000.SH,浦发银行,2026-04-30,中泰证券,"戴志锋,邓美君",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600000_SH_20260430_中泰证券_浦发银行2026一季报_量价支撑核心业务收入高增_资产质量持.md,1.6,2026.0,6.01,1.7,2027.0,5.65,1.71,2028.0,5.62
600000.SH,浦发银行,2026-04-30,中金,"王子瑜,李少萌,张帅帅",跑赢行业,Neutral,14.19,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600000_SH_20260430_中金_浦发银行_净利息收入高增_税收影响利润.md,1.53,2026.0,6.1,1.57,2027.0,6.0,,,
600000.SH,浦发银行,2026-04-30,平安证券,"袁喆奇,李灵琇",推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600000_SH_20260430_平安证券_浦发银行_息差边际企稳_不良延续双降.md,1.67,2026.0,5.62,1.88,2027.0,5.0,2.07,2028.0,4.54
600000.SH,浦发银行,2026-04-30,广发证券,"倪军,杜渐,刘婉琴",买入,Positive,11.32,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600000_SH_20260430_广发证券_浦发银行_净利息收入双位数增长_不良持续下行.md,1.59,2026.0,6.26,1.7,2027.0,5.83,1.79,2028.0,5.53
600000.SH,浦发银行,2026-05-04,国联民生证券,"王先爽,乔丹",推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600000_SH_20260504_国联民生证券_浦发银行2026年一季报点评_息差回升_拨备提升.md,1.52,2026.0,6.6,1.57,2027.0,6.3,1.67,2028.0,6.0
600004.SH,白云机场,2024-11-01,华泰证券,"沈晓峰,黄凡洋",增持,Positive,10.8,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600004_SH_20241101_华泰证券_白云机场_单季盈利显著同增_仍有提升潜力.md,0.4,2024.0,24.2,0.5,2025.0,19.19,0.42,2026.0,23.17
600004.SH,白云机场,2024-11-05,华泰香港,"沈晓峰,黄凡洋",OVERWEIGHT,Neutral,10.8,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600004_SH_20241105_华泰香港_Baiyun_Airport_Net_Profit_Grew.md,0.4,2024.0,,0.5,2025.0,,0.42,2026.0,
600004.SH,白云机场,2024-11-11,国联证券,"曾智星,李蔚",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600004_SH_20241111_国联证券_白云机场_业务量超2019同期_产能扩张强化枢纽优势.md,0.4,2024.0,24.0,0.51,2025.0,18.9,0.47,2026.0,20.6
600004.SH,白云机场,2025-05-04,浙商证券,"李丹,李逸",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600004_SH_20250504_浙商证券_白云机场2024年报及2025年一季报点评_Q1盈利3亿元略.md,0.53,2025.0,17.1,0.39,2026.0,22.94,0.44,2027.0,20.73
600004.SH,白云机场,2025-05-13,中信证券,"扈世民,张昕玥,张庆焕",买入,Positive,11.2,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600004_SH_20250513_中信证券_白云机场2024年年报及2025年一季报点评_2025Q1业.md,0.51,2025.0,18.0,0.41,2026.0,22.4,0.48,2027.0,19.1
600009.SH,上海机场,2026-04-30,中金,"吴其坤,冯启斌,郑学建",跑赢行业,Neutral,31.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600009_SH_20260430_中金_上海机场_1Q26业绩略好于预期_仍需关注免税租金后续表现.md,1.02,2026.0,26.8,1.26,2027.0,21.7,,,
600009.SH,上海机场,2026-04-30,华泰证券,"沈晓峰,黄凡洋",增持,Positive,31.3,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600009_SH_20260430_华泰证券_上海机场_看好枢纽建设和流量持续增长.md,1.04,2026.0,26.22,1.19,2027.0,22.96,1.26,2028.0,21.75
600009.SH,上海机场,2026-05-05,中泰证券,"杜冲,李鼎莹",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600009_SH_20260505_中泰证券_上海机场_航空业务持续增长_免税恢复仍有空间.md,0.93,2026.0,29.4,1.11,2027.0,24.5,1.23,2028.0,22.1
600009.SH,上海机场,2026-05-05,广发证券,"许可,陈宇",增持,Positive,34.8,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600009_SH_20260505_广发证券_上海机场_业绩逐步修复_静待枢纽价值释放.md,1.16,2026.0,23.5,1.22,2027.0,22.4,1.5,2028.0,18.1
600009.SH,上海机场,2026-05-05,申万宏源证券,"王凯婕,闫海,罗石",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600009_SH_20260505_申万宏源证券_上海机场_毛利率明显改善_25年扣非利润大增.md,1.12,2026.0,24.0,1.24,2027.0,22.0,1.33,2028.0,20.0
600010.SH,包钢股份,2025-04-05,国金证券,王钦扬,买入,Positive,3.21,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600010_SH_20250405_国金证券_包钢股份_钢铁_稀土双轮供改_价值亟待重估.md,0.01,2024.0,189.49,0.06,2025.0,28.37,0.1,2026.0,17.49
600010.SH,包钢股份,2025-04-20,国金证券,王钦扬,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600010_SH_20250420_国金证券_包钢股份_稀土业务量价齐升_利润环比显著改善.md,0.05,2025.0,35.53,0.08,2026.0,22.35,0.1,2027.0,17.54
600010.SH,包钢股份,2025-04-21,国泰海通,"李鹏飞,魏雨迪,王宏玉",增持,Positive,2.33,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600010_SH_20250421_国泰海通_包钢股份2024年报业绩点评_静待钢铁板块修复_稀土资源稀缺.md,0.02,2025.0,99.76,0.02,2026.0,91.74,0.02,2027.0,78.16
600010.SH,包钢股份,2026-04-12,东方证券,"于嘉懿,黄雨韵",买入,Positive,3.67,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600010_SH_20260412_东方证券_包钢股份首次覆盖_稀土资源再驱动_老牌钢企启新程.md,0.01,2025.0,252.3,0.07,2026.0,39.0,0.09,2027.0,31.2
600010.SH,包钢股份,2026-04-29,东方证券,"于嘉懿,黄雨韵",买入,Positive,3.67,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600010_SH_20260429_东方证券_包钢股份25年报及26一季报点评_稀土资源持续增益_静待钢铁.md,0.07,2026.0,38.7,0.09,2027.0,30.7,0.11,2028.0,24.8
600011.SH,华能国际,2026-04-28,国金证券,"姜涛,许子怡",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600011_SH_20260428_国金证券_华能国际_26Q1归母净利45亿元超预期_偿还永续债净资产持.md,0.82,2026.0,8.38,0.88,2027.0,7.82,0.94,2028.0,7.31
600011.SH,华能国际,2026-04-29,国盛证券,"张津铭,高紫明,刘力钰,张卓然,鲁昊,张晓雅",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600011_SH_20260429_国盛证券_华能国际_火电盈利具备韧性_压降永续债提质增效.md,0.83,2026.0,8.4,0.91,2027.0,7.7,0.97,2028.0,7.2
600011.SH,华能国际,2026-05-07,长江证券,"张韦华,司旗,宋尚骞,刘亚辉,张子淳",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600011_SH_20260507_长江证券_华能国际_成本下降守护火电盈利_绿电困境限制全局表现.md,0.75,2026.0,9.17,0.88,2027.0,7.87,0.95,2028.0,7.29
600011.SH,华能国际,2026-05-09,华创证券,"吴一凡,霍鹏浩,吴晨玥,梁婉怡,卢浩敏,李清影,刘邢雨",强推,Positive,9.1,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600011_SH_20260509_华创证券_华能国际2025年报及2026年一季报点评_盈利具备韧性_高.md,0.81,2026.0,9.0,0.87,2027.0,8.0,0.94,2028.0,8.0
600011.SH,华能国际,2026-05-14,中信证券,"李想,朱翀佚",买入,Positive,9.6,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600011_SH_20260514_中信证券_华能国际2026年一季报点评_量价下滑拉低收入_装机规模持续.md,0.82,2026.0,12.0,0.86,2027.0,11.3,0.92,2028.0,10.4
600015.SH,华夏银行,2026-04-04,中泰证券,"戴志锋,邓美君,马志豪",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600015_SH_20260404_中泰证券_详解华夏银行2025年报_息差企稳_营收利润增速修复.md,1.93,2026.0,3.83,1.97,2027.0,3.76,2.02,2028.0,3.66
600015.SH,华夏银行,2026-04-07,中信证券,"肖斐斐,胡家俊",增持,Positive,9.1,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600015_SH_20260407_中信证券_华夏银行2025年年报点评_投放提速_业绩稳定.md,1.75,2026.0,4.51,1.81,2027.0,4.35,1.9,2028.0,4.14
600015.SH,华夏银行,2026-04-08,国联民生证券,"王先爽,乔丹",谨慎推荐,Neutral,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600015_SH_20260408_国联民生证券_华夏银行2025年年报点评_息差企稳_分红提升.md,1.69,2026.0,4.6,1.75,2027.0,4.5,1.85,2028.0,4.2
600015.SH,华夏银行,2026-04-27,长江证券,"马祥云,盛悦菲,谢金彤",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600015_SH_20260427_长江证券_华夏银行_超低估值的反转潜力标的.md,1.73,2026.0,4.44,1.75,2027.0,4.38,1.79,2028.0,4.28
600015.SH,华夏银行,2026-04-30,中金,"王子瑜,李少萌,张帅帅",跑赢行业,Neutral,7.94,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600015_SH_20260430_中金_华夏银行_营收增长超预期_风险处置积极.md,1.65,2026.0,4.6,1.63,2027.0,4.7,,,
600016.SH,民生银行,2026-04-01,国泰海通,"马婷婷,李润凌",增持,Positive,4.71,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600016_SH_20260401_国泰海通_民生银行2025年报点评_营收稳健增长_不良处置持续推进.md,0.71,2026.0,5.36,0.72,2027.0,5.26,0.74,2028.0,5.15
600016.SH,民生银行,2026-04-02,天风证券,刘杰,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600016_SH_20260402_天风证券_民生银行_营收增速回升.md,0.68,2026.0,5.49,0.69,2027.0,5.41,0.71,2028.0,5.29
600016.SH,民生银行,2026-04-07,国联民生证券,"王先爽,乔丹",推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600016_SH_20260407_国联民生证券_民生银行2025年年报点评_夯实基础_稳步经营.md,0.7,2026.0,5.8,0.72,2027.0,5.6,0.75,2028.0,5.4
600016.SH,民生银行,2026-04-30,中金,"王子瑜,李少萌,张帅帅",跑赢行业,Neutral,5.2,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600016_SH_20260430_中金_民生银行_业绩磨底_主动调整.md,0.72,2026.0,5.2,0.75,2027.0,5.0,,,
600016.SH,民生银行,2026-05-03,国联民生证券,"王先爽,乔丹",推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600016_SH_20260503_国联民生证券_民生银行2026年一季报点评_息差回升_不良下降.md,0.67,2026.0,6.1,0.68,2027.0,6.1,0.7,2028.0,5.9
600018.SH,上港集团,2024-09-11,华泰香港,"林珊,沈晓峰",BUY,Neutral,6.9,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600018_SH_20240911_华泰香港_Shanghai_International_Port_Gr.md,0.68,2024.0,,0.68,2025.0,,0.71,2026.0,
600018.SH,上港集团,2025-04-01,华泰证券,"林珊,沈晓峰",买入,Positive,6.7,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600018_SH_20250401_华泰证券_上港集团_24年盈利向好_25年同比或小幅回落.md,0.61,2025.0,9.53,0.62,2026.0,9.42,0.64,2027.0,9.08
600018.SH,上港集团,2025-04-04,华创证券,"吴一凡,梁婉怡,吴晨玥,霍鹏浩,卢浩敏,李清影",推荐,Positive,6.8,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600018_SH_20250404_华创证券_上港集团2024年报点评_24年业绩_13_26__港口主业.md,0.66,2025.0,9.0,0.67,2026.0,9.0,0.69,2027.0,8.0
600018.SH,上港集团,2025-08-31,华泰证券,"林珊,沈晓峰",买入,Positive,6.9,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600018_SH_20250831_华泰证券_上港集团_港口主业显韧性_投资收益亮眼.md,0.66,2025.0,8.53,0.67,2026.0,8.4,0.69,2027.0,8.18
600018.SH,上港集团,2026-04-02,华创证券,"吴一凡,梁婉怡,吴晨玥,霍鹏浩,卢浩敏,李清影,刘邢雨",推荐,Positive,6.47,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600018_SH_20260402_华创证券_上港集团2025年报点评_集装箱吞吐量高增_核心港口主业彰显.md,0.61,2026.0,8.0,0.64,2027.0,8.0,0.66,2028.0,8.0
600019.SH,宝钢股份,2026-01-14,UBS,"Sharon Ding,Elvis Liu",Neutral,Neutral,7.62,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600019_SH_20260114_UBS_Baoshan_Iron_Steel_GCC_2026_Ta.md,0.44,2025.0,,0.55,2026.0,,0.58,2027.0,
600019.SH,宝钢股份,2026-02-09,银河证券,赵良毕,推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600019_SH_20260209_银河证券_宝钢股份首次覆盖报告_龙头优势显著_赋能行业产能聚合.md,0.51,2025.0,14.03,0.55,2026.0,12.81,0.61,2027.0,11.6
600019.SH,宝钢股份,2026-03-06,华泰证券,"李斌,黄自迪",买入,Positive,8.15,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600019_SH_20260306_华泰证券_宝钢股份_2026年春季投资峰会速递_持续受益于低碳_特钢业.md,0.43,2025.0,16.52,0.56,2026.0,12.62,0.66,2027.0,10.82
600019.SH,宝钢股份,2026-04-30,国盛证券,"笃慧,高亢",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600019_SH_20260430_国盛证券_宝钢股份_年度盈利大增_高端产品占比提升.md,0.55,2026.0,11.8,0.6,2027.0,10.8,0.64,2028.0,10.1
600019.SH,宝钢股份,2026-04-30,银河证券,赵良毕,推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600019_SH_20260430_银河证券_宝钢股份_核心产品毛利提升_盈利稳步修复.md,0.53,2026.0,13.5,0.59,2027.0,12.14,0.64,2028.0,11.04
600023.SH,浙能电力,2026-04-28,华泰证券,"王玮嘉,黄波,李雅琳,康琪",买入,Positive,6.67,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600023_SH_20260428_华泰证券_浙能电力_分红比例提升下25年股息率达5_7_.md,0.44,2026.0,12.99,0.48,2027.0,12.12,0.5,2028.0,11.67
600023.SH,浙能电力,2026-04-28,国盛证券,"张津铭,高紫明,刘力钰,张卓然,鲁昊,张晓雅",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600023_SH_20260428_国盛证券_浙能电力_电价与投资收益下行影响盈利表现_高股息价值稳固.md,0.42,2026.0,13.9,0.47,2027.0,12.3,0.56,2028.0,10.3
600023.SH,浙能电力,2026-05-08,招商证券,"宋盈盈,卢湘雪",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600023_SH_20260508_招商证券_浙能电力25年年报及26年一季报点评_电价下降导致业绩承压_.md,0.45,2026.0,13.1,0.48,2027.0,12.2,0.55,2028.0,10.5
600023.SH,浙能电力,2026-05-13,广发证券,"郭鹏,郝兆升,陈舒心",买入,Positive,7.12,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600023_SH_20260513_广发证券_浙能电力_火电有序投产_电量稳步提升_股息价值突出.md,0.45,2026.0,13.3,0.48,2027.0,12.4,0.52,2028.0,11.4
600023.SH,浙能电力,2026-05-14,中信证券,李想,买入,Positive,6.6,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600023_SH_20260514_中信证券_浙能电力2025年年报及2026年一季报点评_煤价助业绩平稳.md,0.4,2026.0,14.6,0.5,2027.0,11.7,0.62,2028.0,9.4
600025.SH,华能水电,2026-05-06,天风证券,"郭丽丽,赵阳",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600025_SH_20260506_天风证券_华能水电_机组投产与发电量增长带动利润稳健提升.md,0.48,2026.0,19.85,0.5,2027.0,18.91,0.52,2028.0,18.24
600025.SH,华能水电,2026-05-12,长江证券,"张韦华,司旗,宋尚骞,刘亚辉,张子淳",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600025_SH_20260512_长江证券_华能水电_来水和调度轮番接力_业绩表现保平稳增长.md,0.47,2026.0,20.55,0.49,2027.0,19.75,0.51,2028.0,18.94
600025.SH,华能水电,2026-05-13,国泰海通,"吴杰,傅逸帆",增持,Positive,11.27,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600025_SH_20260513_国泰海通_华能水电2025年报_2026一季报点评_南方现货回暖_澜沧.md,0.49,2026.0,19.8,0.5,2027.0,19.11,0.52,2028.0,18.49
600025.SH,华能水电,2026-05-13,广发证券,"郭鹏,郝兆升",买入,Positive,12.11,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600025_SH_20260513_广发证券_华能水电_装机投产业绩稳健_关注电价企稳回升.md,0.48,2026.0,19.9,0.51,2027.0,18.8,0.54,2028.0,17.9
600025.SH,华能水电,2026-05-14,中信证券,"李想,荣浩翔",买入,Positive,12.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600025_SH_20260514_中信证券_华能水电2025年年报及2026年一季报点评_电量弹性持续释.md,0.49,2026.0,19.7,0.5,2027.0,19.3,0.51,2028.0,18.9
600026.SH,中远海能,2026-04-28,财通证券,"祝玉波,李翔宇",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600026_SH_20260428_财通证券_中远海能_运价景气驱动Q1业绩高增_期待后续补库弹性释放.md,1.97,2026.0,10.7,1.9,2027.0,11.1,1.55,2028.0,13.6
600026.SH,中远海能,2026-04-29,华源证券,"孙延,曾智星,王惠武,张付哲,高树根",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600026_SH_20260429_华源证券_中远海能26Q1点评_业绩大增有望拉开_油运大时代_序幕.md,2.0,2026.0,10.85,2.54,2027.0,8.55,3.04,2028.0,7.16
600026.SH,中远海能,2026-04-29,方正证券,"周儒飞,邓天舒",推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600026_SH_20260429_方正证券_中远海能公司点评报告_26Q1归母净利同比_207_至21_.md,2.38,2026.0,8.86,2.52,2027.0,8.36,2.8,2028.0,7.51
600026.SH,中远海能,2026-05-05,长江证券,"韩轶超,魏爱晓",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600026_SH_20260505_长江证券_中远海能_三大板块景气上行_运力规模保障弹性.md,2.14,2026.0,10.03,2.31,2027.0,9.3,2.22,2028.0,9.67
600026.SH,中远海能,2026-05-08,国泰海通,"岳鑫,刘国强",增持,Positive,32.2,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600026_SH_20260508_国泰海通_中远海能2026年一季报点评_Q1油轮盈利大增三倍_超高景气.md,2.01,2026.0,11.11,2.23,2027.0,10.01,2.33,2028.0,9.56
600027.SH,华电国际,2026-04-29,申万宏源证券,"王璐,朱赫",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600027_SH_20260429_申万宏源证券_华电国际_1Q26业绩符合预期_容量电价稳定长期收益.md,0.45,2026.0,11.0,0.53,2027.0,9.0,0.59,2028.0,8.0
600027.SH,华电国际,2026-05-04,东方证券,孙辉贤,买入,Positive,6.89,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600027_SH_20260504_东方证券_华电国际2026年一季报点评_电价超预期_主业利润持续增长.md,0.53,2026.0,9.4,0.54,2027.0,9.2,0.56,2028.0,8.9
600027.SH,华电国际,2026-05-06,招商证券,"宋盈盈,卢湘雪",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600027_SH_20260506_招商证券_华电国际26年一季报点评_主业盈利能力稳健_投资收益下滑拖累.md,0.49,2026.0,10.3,0.54,2027.0,9.4,0.59,2028.0,8.6
600027.SH,华电国际,2026-05-07,长江证券,"张韦华,司旗,宋尚骞,刘亚辉,张子淳",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600027_SH_20260507_长江证券_华电国际_库存或助成本超预期_投资收益限制业绩弹性.md,0.46,2026.0,10.71,0.52,2027.0,9.5,0.61,2028.0,8.13
600027.SH,华电国际,2026-05-14,中信证券,"李想,朱翀佚",买入,Positive,6.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600027_SH_20260514_中信证券_华电国际2026年一季报点评_电量_电价下滑_投资收益下滑拖.md,0.47,2026.0,12.4,0.5,2027.0,11.8,0.53,2028.0,11.1
600028.SH,中国石化,2026-04-29,信达证券,"刘红光,刘奕麟",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_600028_SH_20260429_信达证券_中国石化_油价中枢上移_库存增利与炼油盈利改善推动业绩修复.md,0.35,2026.0,15.27,0.39,2027.0,13.89,0.42,2028.0,12.62
